promoter_id,promoter_name,event_id,club_id
67089,Sankeys East,951570,127918
14836,The Nest,945115,36034
64010,AM Trips,962368,102293
58279,The CLF Art Cafe,965628,21896
56603,New Business,951380,95767
58279,The CLF Art Cafe,964712,21896
19828,Club Exclu,922128,102294
68803,Shoreditch Platform,970837,124651
63418,MAZE PROMO,968023,30015
448,Ministry Of Sound,947681,725
64366,Nyx Unchained,962470,83829
19828,Club Exclu,962617,102294
35156,Bass Nation,971339,3321
45800,Tuckshopldn,959388,8428
36211,Moda Black,964259,61205
59704,Peckham Soul,946802,131787
10446,Queen Of Hoxton,962160,4552
19828,Club Exclu,973521,102294
55269,digitalsoul london,967474,134607
70958,Dj Martin Briggs,963109,134061
69304,House of Love,968661,102872
54393,For Funks Sake,969018,109414
52264,Radlett,947603,102294
71665,Jeffrey Brew,973712,973
38,Cream,900410,2052
7210,Entice,956298,734
64282,Rigid Disco,969566,57602
16910,Big Fish Afterhours,969005,674
5377,Neil Thornton,965982,5355
10672,Cargo London,970835,640
41169,xclusivetouch pr,966695,61001
42242,Tuckshop London,974132,115524
13126,Audio Sushi,975183,1857
12181,Ghetto Lounge,931761,71702
59391,GALA,846011,43545
58279,The CLF Art Cafe,951773,21896
65875,unitedfestivalsltd,919273,2038
6712,Slide,907231,65362
22,Secretsundaze,935404,114463
15408,XOYO,963718,33592
3815,Rupture,943209,2587
16448,Black Atlantic,950501,141756
22545,The Columbo Group,947798,106730
43301,We Are FSTVL,884677,71957
68709,Brixton Rooftop,932649,130391
14836,The Nest,947517,36034
39470,MR HOUSE OF SILK,959941,674
68899,La Habana,935201,44896
633,Jaded,953121,2587
45800,Tuckshopldn,936985,72207
32125,A PARTY WITH US.,966032,71240
47267,Babylon London,937043,11208
967,fabric,957339,237
67834,Ovation,964274,95767
64376,Camden Assembly,951109,123199
67089,Sankeys East,951574,127918
34828,Dawn LDN,963280,13311
68083,subconsciousldn,957616,30015
34754,Levels,966132,133599
11204,Brixton Jamm,960610,1557
37150,Promised Land,966979,874
19828,Club Exclu,967298,29859
22485,Unleash,966173,95767
59965,Love Shoreditch,961433,67011
23075,Hipsters Dont Dance,964144,83829
56902,Supa Dupa Fly,964700,104554
68758,Lucy's Disco,956306,8295
19828,Club Exclu,969642,1583
71662,Retox Sundays,973738,135412
18025,Spacestation,965008,4552
39816,Digital Tsunami,959726,61205
11204,Brixton Jamm,968497,1557
31590,The Book Club,971323,21958
55984,DRUMS x VIBES,968332,131351
60131,The Jazz Cafe,966650,1502
11577,LABEL,972193,135207
71659,NightShift.London,973664,63354
12181,Ghetto Lounge,958095,84396
34127,Minimal Force Records,940818,3393
25749,Future History,971361,1867
399,The Doctor's Orders,973042,123140
30013,Makin' Moves,972969,132928
70591,Chxrch Of House (UK),958846,5356
55805,After Brunch,970838,734
13126,Audio Sushi,975180,1857
68709,Brixton Rooftop,936492,130391
60131,The Jazz Cafe,970014,1502
31972,cbeatfreakz,927435,170808
61041,WeAre10B,975229,170808
70892,Maple Cuts,962373,102872
37817,PARADOX LDN,937329,874
33403,Milkshake,975275,725
61041,WeAre10B,975233,170808
22545,The Columbo Group,925527,1502
31972,cbeatfreakz,924932,170808
68940,Goodness,965014,83829
67357,PLTFRMLONDON,959583,106730
69690,Something Special,974882,122921
26450,Dysfunctional,930484,13311
71517,Spoonbender Social,971356,133599
64376,Camden Assembly,962215,123199
59985,PacificState,941390,33592
67834,Ovation,951727,95767
31972,cbeatfreakz,957561,170808
70183,Claptrap,953031,119698
16910,Big Fish Afterhours,968510,674
32016,As If No Way,977015,135853
70621,W10 Records,959461,104554
967,fabric,955035,237
15408,XOYO,962811,21896
36225,beepr,961207,874
15408,XOYO,929227,33592
14836,The Nest,972208,36034
38930,Avant Garde London,914316,2587
22545,The Columbo Group,931919,1502
29213,Oval Space,940686,60356
22545,The Columbo Group,950575,106730
69153,ECLIPSAR ,942313,124651
44129,Exit Records,955116,123824
67750,Fear and Loathing,970167,65362
66964,The Colombian,946867,96957
65850,Live Now Sleep Later,924868,67990
64376,Camden Assembly,951578,123199
11204,Brixton Jamm,968325,1557
58520,Wild Combination,971628,95943
29213,Oval Space,941885,95767
39470,MR HOUSE OF SILK,970334,2411
69115,MarkARolfe,964034,30015
4260,Mi Casa Es Su Casa,966237,33667
4774,Huntleys & Palmers Audio Club,960751,83829
70972,Dutty Discotheque,966469,12445
70897,Back 2 Back Sessions,962458,124341
61846,Broohaha,974659,19297
69748,Dalston Roof Park,976793,44896
66084,GetBurst,972135,2038
67882,McQueen Shoreditch,968544,29859
61657,Daniel Monem,970176,11563
10672,Cargo London,976042,640
55501,RetroLoungeUK,957545,109871
64274,shiftldn.com,969199,67011
5610,Horse & Groom,964740,5355
1860,Lock N Load Events,950538,725
399,The Doctor's Orders,969732,104554
55879,The Beehive,973113,62885
71592,Chris Sullivan,972792,117079
51957,Our House London,945280,26783
65941,Last Days of Shoreditch,975825,123140
16910,Big Fish Afterhours,976738,674
19558,Field Day,906302,2052
25531,Regression Sessions,915162,112736
58279,The CLF Art Cafe,951769,21896
520,Bugged Out!,958122,4567
11204,Brixton Jamm,938552,1557
31128,Make Believe presents,933079,65362
36225,beepr,962719,874
15408,XOYO,955502,33592
5946,Make Me,957544,2587
14836,The Nest,949404,36034
68709,Brixton Rooftop,932650,130391
22545,The Columbo Group,950547,106730
520,Bugged Out!,958120,84396
29213,Oval Space,942306,60356
967,fabric,957060,237
3499,Corsica Studios,959028,95767
40457,Cabin,961684,121944
19828,Club Exclu,945834,102294
448,Ministry Of Sound,959324,725
40230,Londonhousemusic.com,972069,104554
19828,Club Exclu,922129,102294
7070,Orlando Boom,963308,4552
47657,FOREVER,973756,63354
60322,OCDJ,962976,73730
38598,Tropical Glasgow,966864,83829
39765,ProudCamden,970975,67011
39735,Ali Mehrkar,977567,114463
24993,Thomas Wonderland,973221,170808
47027,oldqueenshead,961197,4368
38993,theshakedown,972288,57602
71706,Archspace,974516,128642
67071,Noise Vandals,965113,12445
16910,Big Fish Afterhours,949822,674
48273,YoursMineOurs,955275,734
1012,Connected!,947873,30015
5377,Neil Thornton,968430,5355
55468,ABSTRAXT,955182,83069
27552,SOLU,973211,131624
47406,Scratch YSJ,970129,129700
63947,london sound academy,969066,5355
22545,The Columbo Group,950568,106730
62331,Funky House All Day,935609,734
33403,Milkshake,932651,130391
69922,bloop london,966837,44896
633,Jaded,951808,2587
68527,elliptiqseries,969320,83829
68274,CoOPPresents,966443,95767
967,fabric,970054,237
69269,Shoreditch LOFT,968954,124651
62996,Sugar London,971114,55913
56902,Supa Dupa Fly,969029,123140
399,The Doctor's Orders,973635,65362
11204,Brixton Jamm,972150,1557
31972,cbeatfreakz,956962,170808
59561,Bpeventsldn,968388,127613
40769,W&O Street Tracks,966840,114463
61041,WeAre10B,977354,170808
43662,CTRL SOUND,956761,44896
37817,PARADOX LDN,974798,874
68933,Bordel Ensemble,957037,102872
61041,WeAre10B,977402,170808
16938,COLD HEAT,976284,85510
31972,cbeatfreakz,957551,170808
67907,MIC,971517,84228
24439,Rhythm Section,975660,21896
68065,Stay Calmo,974508,95943
26450,Dysfunctional,931440,13311
66512,Greenstone,934368,33592
31972,cbeatfreakz,957564,170808
68063,Nebulous Audio,963322,11563
71651,diamanté,973570,111054
16910,Big Fish Afterhours,968518,674
47220,Desolate,974528,126968
64376,Camden Assembly,962222,123199
37054,AGMPconcerts,963676,1502
967,fabric,956299,237
15408,XOYO,929228,33592
22545,The Columbo Group,950582,106730
6712,Slide,940641,65362
14836,The Nest,959382,36034
36225,beepr,962732,874
66964,The Colombian,949347,96957
40783,Find Me In The Dark,960763,2587
22545,The Columbo Group,931924,1502
64376,Camden Assembly,971329,123199
29213,Oval Space,966841,95767
28233,Hotflush Recordings,950753,61205
27060,Obscure,965338,44896
69493,Shibaura Sound System,969219,19297
52982,Kaizen Klub,978482,21896
55383,Pretty Pretty Good,960160,95943
19828,Club Exclu,951817,29859
61728,Distinkt Sounds,969756,11563
399,The Doctor's Orders,974105,1557
10672,Cargo London,979474,640
57995,Digital Niyabinghi,966437,13311
7910,Gazebo,962131,57602
66084,GetBurst,970848,2038
69679,RillaParty,975345,115978
47045,Lit City Trax,978526,133599
25749,Future History,975116,109414
60945,Lunar Events,969922,5355
16910,Big Fish Afterhours,978468,674
27680,Fine Grains Records,973811,113881
64274,shiftldn.com,969200,67011
1860,Lock N Load Events,950540,725
1985,thePBSexpress,974405,19440
39705,FragmentedPR,951629,19440
1033,LWE,880788,114921
66281,MJMK Events,964713,584
9908,Slammin Events,938369,2341
58279,The CLF Art Cafe,952002,21896
2163,EGG,940503,874
15408,XOYO,955547,33592
14836,The Nest,949419,36034
22545,The Columbo Group,950548,106730
20120,Tastebudz.inc,938377,65362
41596,The Asylum,961679,1103
68709,Brixton Rooftop,932653,130391
11204,Brixton Jamm,954058,1557
63,Magic and Medicine,960880,83069
31128,Make Believe presents,957850,65362
967,fabric,961896,237
22,Secretsundaze,963876,95767
68903,Jack Your Body LDN,935267,130727
34754,Levels,973831,67990
45879,tom oriel,961432,124651
19828,Club Exclu,929506,13311
31972,cbeatfreakz,957504,86028
28079,Tippa Presents,960345,61482
50663,Movimientos London,963125,132696
69013,KLEAFmusic,934015,65504
448,Ministry Of Sound,953604,725
3269,Snap Crackle & Pop,963047,61205
30570,Rioseco,962543,102294
38795,B4,969727,30015
9110,Deviation,978458,114463
69423,CAPTIVATE EVENTS,942876,17595
19828,Club Exclu,978338,102294
19828,Club Exclu,922130,102294
42585,Dot.Dot.Dot.,957848,68752
2160,Plush Dafunk,970230,29859
45930,ALL FUNKED UP_,946933,76793
19828,Club Exclu,977445,102294
19828,Club Exclu,963237,102294
399,The Doctor's Orders,969742,17595
71321,Housebeatsession,968064,33667
24993,Thomas Wonderland,978174,170808
10672,Cargo London,979646,640
71885,100% Pure,976741,21932
71514,Sentaku,971305,114457
16910,Big Fish Afterhours,978503,674
35890,Crack The Whip,970956,135059
5377,Neil Thornton,931843,5355
65865,And What LDN,978024,94507
63985,Berlin Bass Collective,979106,126673
31881,Distant Planet,977966,122702
69135,Solid.Grooves,948240,130391
633,Jaded,951894,2587
967,fabric,970059,237
71422,Busy Life,969796,124651
9908,Slammin Events,952261,2341
34828,Dawn LDN,978116,13311
31972,cbeatfreakz,956963,170808
34127,Minimal Force Records,931230,640
14560,93 Feet East,962178,734
7280,Rinse,977244,19738
36686,Sucasa,974796,3393
69482,Chilled,972590,67011
61041,WeAre10B,980026,170808
43662,CTRL SOUND,969562,44896
45141,SNEAK London,962188,33592
37817,PARADOX LDN,974801,874
71172,Bad Form,966424,2587
3155,dollop,967176,87489
890,Resident Advisor,981003,21896
61041,WeAre10B,980167,170808
31972,cbeatfreakz,957552,170808
55110,Phonox,971355,106730
72017,Harry Yellop,978692,8295
26865,Swamp81,969625,110799
67357,PLTFRMLONDON,953664,33592
38819,Diagonal Records,973498,937
64376,Camden Assembly,962216,123199
31972,cbeatfreakz,957567,170808
39510,Michael Oakeshott,980242,13311
67834,Ovation,976679,95767
69356,Callum Jack,970331,9905
3269,Snap Crackle & Pop,979034,61205
54453,DreamOn,970981,124651
52473,DJ Mag,969023,725
16910,Big Fish Afterhours,974179,674
15408,XOYO,929229,33592
41223,Warm Up,925046,100941
22545,The Columbo Group,931930,1502
36225,beepr,962743,874
55110,Phonox,953097,106730
66964,The Colombian,910046,96957
37141,NVWLS,966914,2587
46910,Superstition,966707,4567
64376,Camden Assembly,961746,123199
63458,Rave Day,958814,84396
24439,Rhythm Section,974441,21896
967,fabric,974773,237
29213,Oval Space,942349,95767
59011,Body Motion,970013,95943
21803,I Love Acid,967899,30015
53577,Best Before,955903,61205
64065,Keane Robinson,968111,124651
68844,Scape,977190,44896
45897,Lightbox Nights,961279,13311
25531,Regression Sessions,972117,1103
58806,LunchMoney,972453,102872
69475,Ede Dugdale,943301,100279
10672,Cargo London,979488,640
66084,GetBurst,972137,2038
71683,joel stephens,974457,83829
65865,And What LDN,973052,14114
64274,shiftldn.com,969201,67011
11204,Brixton Jamm,966283,1557
54429,Yourself ltd.,963204,72207
399,The Doctor's Orders,963244,12512
66047,Kamio,960722,121944
16910,Big Fish Afterhours,978471,674
1860,Lock N Load Events,958963,725
64376,Camden Assembly,963830,123199
1985,thePBSexpress,974263,107694
5377,Neil Thornton,974282,5355
5377,Neil Thornton,974776,5355
45885,SHAK OUT,979044,21896
7412,krankbrother,938163,105960
46200,Fever 105 (LOND/MANC),949771,60356
19776,S&M,949314,725
45574,Studio 338,964329,74592
58279,The CLF Art Cafe,966925,21896
68757,Studio ZeroTwenty,895633,65362
14836,The Nest,949437,36034
65875,unitedfestivalsltd,936624,2038
15408,XOYO,955548,33592
67417,Bare Minimum,975624,30015
22545,The Columbo Group,950553,106730
36869,Tessellate,938154,114463
67530,Buena Vida,970324,127918
11204,Brixton Jamm,963079,1557
64130,Ritual-LDN,965492,18105
68709,Brixton Rooftop,932656,130391
47841,On the 5th Day,956247,2587
30415,DEFINITION MUSIC EVENTS,972048,44896
967,fabric,962221,237
43082,Vibes Family Tickets,974515,109414
2163,EGG,971998,874
15412,Neighbourhood,966456,95767
68108,The Idea,961289,132591
66123,NativeLdn,969638,55913
37382,Dazed,968425,734
62195,WE ARE FAMILY,970068,123824
3024,Body Hammer,974701,110482
66209,Tanzfield,970894,23884
71710,ADE Smilez,974423,124651
19828,Club Exclu,922131,102294
68758,Lucy's Disco,933393,4552
54121,Alexander Hodgson,964394,13311
30415,DEFINITION MUSIC EVENTS,976496,73730
69697,Paw Print Productions,946018,131954
10672,Cargo London,979648,640
7910,Gazebo,962142,57602
399,The Doctor's Orders,971456,63354
19828,Club Exclu,980355,102294
64311,Bluewave,974437,121944
60131,The Jazz Cafe,978533,1502
67258,Exposition Events,937236,130953
41,Kinky Malinki,973707,29859
399,The Doctor's Orders,974518,17595
31590,The Book Club,971491,21958
59361,Let's Go Swimming,957421,61205
47027,oldqueenshead,961208,4368
39765,ProudCamden,971447,67011
16910,Big Fish Afterhours,978520,674
5377,Neil Thornton,974926,5355
49862,The Sheen Resistance,930485,18109
11204,Brixton Jamm,967952,130391
60561,Good Morning Midnight,967407,640
11204,Brixton Jamm,960785,65362
60131,The Jazz Cafe,948305,1502
65244,Anomalia,981864,74592
633,Jaded,956538,2587
29213,Oval Space,946345,95767
64384,dansa,959110,109414
967,fabric,972065,237
69269,Shoreditch LOFT,974797,124651
37298,The Little Festival,956127,12870
68375,GetInvolvedLTD,954356,2357
68709,Brixton Rooftop,932657,130391
56902,Supa Dupa Fly,964711,4552
34828,Dawn LDN,978117,13311
11204,Brixton Jamm,977036,1557
31972,cbeatfreakz,956965,170808
70047,Neave o'hara,978193,734
65903,EvoTech,976431,3393
61041,WeAre10B,982624,170808
45141,SNEAK London,962189,33592
37817,PARADOX LDN,974802,874
3155,dollop,973466,937
61041,WeAre10B,982896,170808
31972,cbeatfreakz,957553,170808
30476,Downpitch Recordings,983280,87715
69748,Dalston Roof Park,982136,44896
15408,XOYO,973552,33592
68172,OfficialHyperdub,969428,2587
64376,Camden Assembly,962220,123199
58404,Bala Club,980228,133599
66047,Kamio,974559,121944
54453,DreamOn,974814,73730
60162,Byrd Out,938553,115297
71383,Lauren Smith,968347,104554
51628,Rye Wax Events,980512,95943
69679,RillaParty,978621,8428
31972,cbeatfreakz,957568,170808
16910,Big Fish Afterhours,978529,674
22322,noise_of_art,983200,66569
3269,Snap Crackle & Pop,963083,61205
15408,XOYO,929230,33592
36225,beepr,966887,874
46485,Byday Bynight,925818,65362
22545,The Columbo Group,961829,106730
14836,The Nest,946219,36034
967,fabric,966314,237
56962,Garage Splash,968083,112736
40783,Find Me In The Dark,937814,2587
22545,The Columbo Group,932538,1502
58279,The CLF Art Cafe,971018,21896
62111,Odyssy,974561,44896
29213,Oval Space,941748,95767
38930,Avant Garde London,968345,124651
64376,Camden Assembly,962184,123199
64267,stump-london,974565,123824
40525,Perdition Notts,980064,112029
11204,Brixton Jamm,979902,1557
8907,THE PLAYGROUND,957348,52120
58279,The CLF Art Cafe,977156,21896
68803,Shoreditch Platform,967950,26131
65160,Euron,960812,11563
43579,Whities,969923,83829
21173,Basing House,971874,30015
57199,iCulturemusic,968101,29859
47657,FOREVER,978076,63354
72179,Bush Hall Music,981104,18109
399,The Doctor's Orders,976247,104554
70666,Fast Forward Music,979938,73730
10672,Cargo London,979496,640
47027,oldqueenshead,961215,4368
64274,shiftldn.com,969203,67011
5377,Neil Thornton,976249,5355
63672,Dance For Refuge,978164,15517
16910,Big Fish Afterhours,978483,674
1860,Lock N Load Events,972152,725
3635,sundayMusiq,979367,127613
22322,noise_of_art,983192,9183
61787,Bora Bora LDN,962765,74592
19776,S&M,968359,725
14836,The Nest,949444,36034
15408,XOYO,955549,33592
36225,beepr,962754,874
22545,The Columbo Group,950555,106730
62250,Chronic Fonk,972171,124422
50043,ALTER NIGHTS,953857,2587
46452,KAOS,977059,937
6712,Slide,929700,65362
16074,Buttersideup,906681,95767
967,fabric,974593,237
68803,Shoreditch Platform,974869,124651
33237,WOLF,965678,114463
68709,Brixton Rooftop,932658,130391
11204,Brixton Jamm,976244,1557
69518,Mark Knight,944053,30015
39470,MR HOUSE OF SILK,958377,13311
58279,The CLF Art Cafe,968044,21896
3269,Snap Crackle & Pop,963049,61205
755,Fervor,972651,44896
71622,mehmet,973518,33667
19828,Club Exclu,946243,102294
58279,The CLF Art Cafe,967979,21896
65256,Do Dat Den!,974965,172
59431,OPIA,974936,83069
48928,110 London,963486,122921
71966,OTT,978073,112029
48406,Nicky Smood,930032,82171
22545,The Columbo Group,963764,4368
68981,Proteus,975766,95943
19828,Club Exclu,926221,102294
40230,Londonhousemusic.com,977732,104554
61787,Bora Bora LDN,979411,123824
19828,Club Exclu,963271,102294
42394,house of sound,972984,117852
67192,Elite promotions,983933,125514
31590,The Book Club,968976,21958
63066,Smitten Parties,976684,2357
71143,Padre Himalaya,965877,12445
71592,Chris Sullivan,979408,117079
10672,Cargo London,979651,640
49277,Take,974286,29859
70304,Club Kimbo,976030,92022
64899,London in Paradise Sound,947600,132139
16910,Big Fish Afterhours,978524,674
32857,Frequency London,979757,734
5377,Neil Thornton,978781,5355
64836,MOVELTRAXX / DMP,974899,27608
5377,Neil Thornton,975086,5355
71841,Everything Will Be Ok,975848,640
63901,Distortion,950734,100941
55352,Exclusive Events,962187,83069
59704,Peckham Soul,963266,131787
61787,Bora Bora LDN,976203,74592
62195,WE ARE FAMILY,974784,2357
633,Jaded,956552,2587
30465,Fire In Session,975117,65362
967,fabric,972071,237
69269,Shoreditch LOFT,968972,124651
56902,Supa Dupa Fly,969672,130391
62195,WE ARE FAMILY,980009,30015
55984,DRUMS x VIBES,976294,131351
2127,Talking Music Productions,962950,21958
34828,Dawn LDN,978119,13311
34127,Minimal Force Records,943029,3393
31972,cbeatfreakz,956966,170808
31579,Orange Nation,980598,112736
61041,WeAre10B,984827,170808
45141,SNEAK London,962191,33592
69962,ML,949777,8295
37817,PARADOX LDN,974803,874
61041,WeAre10B,984941,170808
31972,cbeatfreakz,957555,170808
39510,Michael Oakeshott,982880,13311
72260,YOUTH SPIRIT,982408,133599
60186,Treehouse,979174,21896
67834,Ovation,971513,95767
54453,DreamOn,984560,73730
45141,SNEAK London,981134,67011
31972,cbeatfreakz,957569,170808
50751,Loose Lips,964264,94507
16910,Big Fish Afterhours,978534,674
72234,BITE the BONES,982181,61205
70349,Le Surf Crush,984713,27608
64376,Camden Assembly,962218,123199
967,fabric,966340,237
24439,Rhythm Section,976620,2587
36225,beepr,963163,874
71325,Fleetmac Wood,977401,60356
15408,XOYO,964395,33592
55110,Phonox,953100,106730
22545,The Columbo Group,932541,1502
29213,Oval Space,942304,95767
69388,Black Magic Disco,967186,4567
7327,Groove Pleasure,936666,21896
14836,The Nest,946226,36034
28384,peculiar,978505,67990
7210,Entice,959543,1103
54654,Bustin' Loose,967629,124651
45278,Hypnotic Tango,973785,61205
19828,Club Exclu,949898,13311
68083,subconsciousldn,978472,30015
47657,FOREVER,975218,63354
11204,Brixton Jamm,987185,1557
64274,shiftldn.com,969204,67011
65158,the shrine,979501,117852
25749,Future History,975125,109414
47792,Prince Of Wales,973998,65362
32247,NoNonSense,980957,73730
